timestamp,datetime,type,section,content
1780910313913,"2026-06-08 10:18:33.913","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 27.00 °C"
1780910313914,"2026-06-08 10:18:33.914","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 0.00 %"
1780910313914,"2026-06-08 10:18:33.914","ble_tx","bluetooth","TX - [BLE] ↵   RAW    : {""type"":""heartbeat_ack""} ↵   DECODED: command='?'"
1780910314574,"2026-06-08 10:18:34.574","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 14.90 %"
1780910314575,"2026-06-08 10:18:34.575","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 46.00 °C"
1780910314575,"2026-06-08 10:18:34.575","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 33.00 kPa"
1780910314575,"2026-06-08 10:18:34.575","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 834 rpm"
1780910314576,"2026-06-08 10:18:34.576","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910314576,"2026-06-08 10:18:34.576","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 32.00 °C"
1780910314577,"2026-06-08 10:18:34.577","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 0.00 %"
1780910314883,"2026-06-08 10:18:34.883","ble_rx","bluetooth","RX - [BLE] ↵   RAW    : {""status"": ""ok"", ""data"": ""pong""} ↵   DECODED: status='ok' data='pong'"
1780910315065,"2026-06-08 10:18:35.065","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 14.90 %"
1780910315066,"2026-06-08 10:18:35.066","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 53.00 °C"
1780910315066,"2026-06-08 10:18:35.066","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 33.00 kPa"
1780910315066,"2026-06-08 10:18:35.066","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 848 rpm"
1780910315066,"2026-06-08 10:18:35.066","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910315066,"2026-06-08 10:18:35.066","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 34.00 °C"
1780910315066,"2026-06-08 10:18:35.066","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 0.00 %"
1780910315654,"2026-06-08 10:18:35.654","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 17.65 %"
1780910315655,"2026-06-08 10:18:35.655","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 58.00 °C"
1780910315655,"2026-06-08 10:18:35.655","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 36.00 kPa"
1780910315655,"2026-06-08 10:18:35.655","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 1076 rpm"
1780910315655,"2026-06-08 10:18:35.655","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910315655,"2026-06-08 10:18:35.655","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 36.00 °C"
1780910315655,"2026-06-08 10:18:35.655","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 9.80 %"
